 "word","cnt","feetscore","feettype" 
 REWORKED,2,0-1,mud 
 REWORKING,3,0-1-0,mud 
 REWRITE,2,0-1,mud 
 REWRITES,2,0-1,mud 
 REWRITING,3,0-1-0,mud 
 REWRITTEN,3,0-1-0,mud 
 REWROTE,2,0-1,mud 
 REX,1,1,mud 
 REXALL,2,1-2,mud 
 REXANA,3,0-1-0,mud 
 REXENE,2,1-0,mud 
 REXFORD,2,1-0,mud 
 REXHAM,2,1-0,mud 
 REXNORD,2,1-0,mud 
 REXON,2,1-0,mud 
 REXROAD,2,1-2,mud 
 REXROAT,2,1-0,mud 
 REXRODE,2,1-0,mud 
 REXRODT,2,1-0,mud 
 REXROTH,2,1-0,mud 
 REY,1,1,mud 
 REYBURN,2,1-0,mud 
 REYCRAFT,2,1-2,mud 
 REYER,2,1-0,mud 
 REYES,2,1-0,mud 
 REYKJAVIK,3,1-0-0,mud 
 REYMAN,2,1-0,mud 
 REYNA,2,1-0,mud 
 REYNAGA,3,0-1-0,mud 
 REYNALDO,3,2-1-0,mud 
 REYNARD,2,1-0,mud 
 REYNAUD,2,1-0,mud 
 REYNOLD,2,1-0,mud 
 REYNOLDS,2,1-0,mud 
 REYNOLDSON,3,1-0-0,mud 
 REYNOSA,3,0-1-0,mud 
 REYNOSO,3,0-1-0,mud 
 REZA,2,1-0,mud 
 REZABEK,3,0-1-0,mud 
 REZAC,2,1-0,mud 
 REZEK,2,1-0,mud 
 REZENDES,3,0-1-0,mud 
 REZNICEK,3,1-0-2,mud 
 REZNICK,2,1-0,mud 
 REZNIK,2,1-0,mud 
 REZONING,3,0-1-0,mud 
 RHA,1,1,mud 
 RHAME,1,1,mud 
 RHAMES,1,1,mud 
 RHAPSODIC,3,0-1-0,mud 
 RHAPSODIZE,3,1-0-2,mud 
 RHAPSODIZES,4,1-0-2-0,mud 
 RHAPSODY,3,1-0-0,mud 
 RHEA,2,1-0,mud 
 RHEAULT,1,1,mud 
 RHEAUME,1,1,mud 
 RHEE,1,1,mud 
 RHEEM,1,1,mud 
 RHEIN,1,1,mud 
 RHEINBERGER,3,1-2-0,mud 
 RHEINGOLD,2,1-2,mud 
 RHEINISCH,2,1-0,mud 
 RHEINSTEIN,2,1-2,mud 
 RHEM,1,1,mud 
 RHEOLOGY,4,0-1-0-0,mud 
 RHESUS,2,1-0,mud 
 RHETA,2,1-0,mud 
 RHETORIC,3,1-0-0,mud 
 RHETORICAL,4,0-1-0-0,mud 
 RHETORICALLY,4,0-1-0-0,mud 
 RHETORICIAN,4,2-0-1-0,mud 
 RHETORICIANS,4,2-0-1-0,mud 
 RHETT,1,1,mud 
 RHEUMATIC,3,0-1-0,mud 
 RHEUMATISM,4,1-0-2-0,mud 
 RHEUMATOID,3,1-0-2,mud 
 RHEUMATOLOGIST,5,2-0-1-0-0,mud 
 RHEUMATOLOGY,5,2-0-1-0-0,mud 
 RHEW,1,1,mud 
 RHIN,1,1,mud 
 RHINE,1,1,mud 
 RHINEHARDT,2,1-2,mud 
 RHINEHART,2,1-2,mud 
 RHINELAND,2,1-2,mud 
 RHINEMAN,2,1-0,mud 
 RHINES,1,1,mud 
 RHINESMITH,2,1-2,mud 
 RHINESTONE,2,1-2,mud 
 RHINESTONES,2,1-2,mud 
 RHINO,2,1-2,mud 
 RHINOCEROS,4,0-1-0-0,mud 
 RHINOPLASTIES,4,2-0-1-2,mud 
 RHINOPLASTY,4,2-0-1-2,mud 
 RHINOS,2,1-2,mud 
 RHIZOID,2,1-2,mud 
 RHIZOIDAL,3,2-1-0,mud 
 RHIZOME,2,1-2,mud 
 RHIZOMES,2,1-2,mud 
 RHO,1,1,mud 
 RHOAD,1,1,mud 
 RHOADES,1,1,mud 
 RHOADS,1,1,mud 
 RHODA,2,1-0,mud 
 RHODANTHE,2,2-1,mud 
 RHODE,1,1,mud 
 RHODEN,2,1-0,mud 
 RHODES,1,1,mud 
 RHODESIA,3,0-1-0,mud 
 RHODESIAN,3,0-1-0,mud 
 RHODIA,3,1-0-0,mud 
 RHODIES,2,1-0,mud 
 RHODIUM,3,1-0-0,mud 
 RHODODENDRON,4,2-0-1-0,mud 
 RHODOPSIN,3,0-1-0,mud 
 RHODUS,2,1-0,mud 
 RHODY,2,1-0,mud 
 RHOME,1,1,mud 
 RHONDA,2,1-0,mud 
 RHONE,1,1,mud 
 RHONEY,2,1-0,mud 
 RHORER,2,1-0,mud 
 RHOTEN,2,1-0,mud 
 RHOTO,2,1-0,mud 
 RHOTON,2,1-0,mud 
 RHUBARB,2,1-2,mud 
 RHUDE,1,1,mud 
 RHUDY,2,1-0,mud 
 RHUE,1,1,mud 
 RHULE,1,1,mud 
 RHYME,1,1,mud 
 RHYMED,1,1,mud 
 RHYMER,2,1-0,mud 
 RHYMES,1,1,mud 
 RHYMING,2,1-0,mud 
 RHYNE,1,1,mud 
 RHYNER,2,1-0,mud 
 RHYNES,1,1,mud 
 RHYS,1,1,mud 
 RHYTHM,2,1-0,mud 
 RHYTHMIC,2,1-0,mud 
 RHYTHMICALLY,3,1-0-0,mud 
 RHYTHMS,2,1-0,mud 
 RIA,2,1-0,mud 
 RIAD,2,0-1,mud 
 RIADY,3,0-1-0,mud 
 RIADYS,3,0-1-0,mud 
 RIAL,2,1-0,mud 
 RIALS,1,1,mud 
 RIB,1,1,mud 
 RIBA,2,1-0,mud 
 RIBALD,2,1-0,mud 
 RIBALDRY,3,1-0-0,mud 
 RIBAR,2,0-1,mud 
 RIBAS,2,1-0,mud 
 RIBAUDO,3,0-1-0,mud 
 RIBAVIRIN,4,0-1-0-0,mud 
 RIBBED,1,1,mud 
 RIBBING,2,1-0,mud 
 RIBBIT,2,1-0,mud 
 RIBBLE,2,1-0,mud 
 RIBBON,2,1-0,mud 
 RIBBONS,2,1-0,mud 
 RIBEIRO,3,0-1-0,mud 
 RIBERA,3,0-1-0,mud 
 RIBI,2,1-0,mud 
 RIBICOFF,3,1-0-2,mud 
 RIBKA,2,1-0,mud 
 RIBONUCLEIC,5,2-0-0-1-0,mud 
 RIBS,1,1,mud 
 RIC,1,1,mud 
 RICA,2,1-0,mud 
 RICADONNA,4,0-0-1-0,mud 
 RICAN,2,1-0,mud 
 RICANS,2,1-0,mud 
 RICARD,2,0-1,mud 
 RICARDO,3,0-1-0,mud 
 RICAURTE,3,0-1-2,mud 
 RICCA,2,1-0,mud 
 RICCARDI,3,0-1-0,mud 
 RICCARDO,3,0-1-0,mud 
 RICCI,2,1-0,mud 
 RICCIARDELLI,4,0-0-1-0,mud 
 RICCIARDI,3,0-1-0,mud 
 RICCIO,3,1-0-0,mud 
 RICCITELLI,4,0-0-1-0,mud 
 RICCIUTI,3,0-1-0,mud 
 RICCO,2,1-0,mud 
 RICCOBONO,4,0-0-1-0,mud 
 RICE,1,1,mud 
 RICEVILLE,2,1-0,mud 
 RICH,1,1,mud 
 RICHA,2,1-0,mud 
 RICHARD,2,1-0,mud 
 RICHARDS,2,1-0,mud 
 RICHARDSON,3,1-0-0,mud 
 RICHARDSONSMITH,4,1-0-0-1,mud 
 RICHARDT,2,1-0,mud 
 RICHARSON,3,1-2-0,mud 
 RICHART,2,1-2,mud 
 RICHAUD,2,2-1,mud 
 RICHBOURG,2,1-2,mud 
 RICHBURG,2,1-0,mud 
 RICHCO,2,1-0,mud 
 RICHCREEK,2,1-2,mud 
 RICHE,1,1,mud 
 RICHELIEU,3,1-0-2,mud 
 RICHELSON,3,1-0-0,mud 
 RICHEMONT,3,1-0-2,mud 
 RICHENTHAL,3,1-0-2,mud 
 RICHER,2,1-0,mud 
 RICHERD,2,1-0,mud 
 RICHERSON,3,1-0-0,mud 
 RICHERT,2,1-0,mud 
 RICHES,2,1-0,mud 
 RICHESIN,3,1-0-0,mud 
 RICHESON,3,1-0-0,mud 
 RICHEST,2,1-0,mud 
 RICHEY,2,1-0,mud 
 RICHFIELD,2,1-2,mud 
 RICHFORD,2,1-0,mud 
 RICHIE,2,1-0,mud 
 RICHINS,2,1-0,mud 
 RICHISON,3,1-0-0,mud 
 RICHLAND,2,1-0,mud 
 RICHLY,2,1-0,mud 
 RICHMAN,2,1-2,mud 
 RICHMOND,2,1-0,mud 
 RICHNER,2,1-0,mud 
 RICHNESS,2,1-0,mud 
 RICHOUX,2,0-1,mud 
 RICHSTONE,2,1-2,mud 
 RICHTER,2,1-0,mud 
 RICHTON,2,1-0,mud 
 RICHTS,1,1,mud 
 RICHWHITE,2,1-2,mud 
 RICHWINE,2,1-2,mud 
 RICIGLIANO,5,0-2-0-1-0,mud 
 RICK,1,1,mud 
 RICKABAUGH,3,1-0-2,mud 
 RICKARD,2,1-0,mud 
 RICKARDS,2,1-0,mud 
 RICKE,1,1,mud 
 RICKEL,2,1-0,mud 
 RICKELS,2,1-0,mud 
 RICKEN,2,1-0,mud 
 RICKENBACH,3,1-0-0,mud 
 RICKENBAKER,4,1-0-0-0,mud 
 RICKER,2,1-0,mud 
 RICKERS,2,1-0,mud 
 RICKERSON,3,1-0-0,mud 
 RICKERT,2,1-0,mud 
 RICKETS,2,1-0,mud 
 RICKETSON,3,1-0-0,mud 
 RICKETT,2,1-0,mud 
 RICKETTS,2,1-0,mud 
 RICKETY,3,1-0-0,mud 
 RICKEY,2,1-0,mud 
 RICKI,2,1-0,mud 
 RICKIE,2,1-0,mud 
 RICKLEFS,2,1-0,mud 
 RICKLES,2,1-0,mud 
 RICKMAN,2,1-0,mud 
 RICKNER,2,1-0,mud 
 RICKS,1,1,mud 
 RICKSON,2,1-0,mud 
 RICKWARD,2,1-0,mud 
 RICKWOOD,2,1-2,mud 
 RICKY,2,1-2,mud 
 RICO,2,1-0,mud 
 RICOCHET,3,1-0-2,mud 
 RICOCHETED,3,1-0-2,mud 
 RICOCHETING,4,1-0-2-0,mud 
 RICOH,2,1-0,mud 
 RICOSTRUZIONE,6,0-2-0-0-1-2,mud 
 RID,1,1,mud 
 RIDABLE,3,1-0-0,mud 
 RIDDANCE,2,1-0,mud 
 RIDDELL,2,1-0,mud 
 RIDDEN,2,1-0,mud 
 RIDDER,2,1-0,mud 
 RIDDICK,2,1-0,mud 
 RIDDING,2,1-0,mud 
 RIDDLE,2,1-0,mud 
 RIDDLED,2,1-0,mud 
 RIDDLER,2,1-0,mud 
 RIDDLES,2,1-0,mud 
 RIDDOCK,2,1-0,mud 
 RIDE,1,1,mud 
 RIDEAU,2,0-1,mud 
 RIDEAUX,2,0-1,mud 
 RIDELL,2,0-1,mud 
 RIDEN,2,1-0,mud 
 RIDENER,3,1-0-0,mud 
 RIDENHOUR,3,1-0-0,mud 
 RIDENOUR,3,1-0-0,mud 
 RIDEOUT,2,1-2,mud 
 RIDER,2,1-0,mud 
 RIDERS,2,1-0,mud 
 RIDERSHIP,3,1-0-2,mud 
 RIDES,1,1,mud 
 RIDGE,1,1,mud 
 RIDGECREST,2,1-2,mud 
 RIDGED,1,1,mud 
 RIDGEFIELD,2,1-2,mud 
 RIDGELL,2,1-0,mud 
 RIDGELY,2,1-0,mud 
 RIDGES,2,1-0,mud 
 RIDGEWAY,2,1-2,mud 
 RIDGEWOOD,2,1-2,mud 
 RIDGLEY,2,1-0,mud 
 RIDGWAY,2,1-2,mud 
 RIDICULE,3,1-0-2,mud 
 RIDICULED,3,1-0-2,mud 
 RIDICULES,3,1-0-2,mud 
 RIDICULING,4,1-0-2-0,mud 
 RIDICULOUS,4,0-1-0-0,mud 
 RIDICULOUSLY,5,0-1-0-0-0,mud 
 RIDING,2,1-0,mud 
 RIDINGER,3,1-0-0,mud 
 RIDINGS,2,1-0,mud 
 RIDLEY,2,1-0,mud 
 RIDLING,2,1-0,mud 
 RIDLON,2,1-0,mud 
 RIDNER,2,1-0,mud 
 RIDOLFI,3,0-1-0,mud 
 RIDOUT,2,1-2,mud 
 RIDPATH,2,1-2,mud 
 RIDS,1,1,mud 
 RIEBE,1,1,mud 
 RIEBEL,2,1-0,mud 
 RIEBEN,2,1-0,mud 
 RIEBER,2,1-0,mud 
 RIEBMAN,2,1-0,mud 
 RIECHERS,2,1-0,mud 
 RIECK,1,1,mud 
 RIECKE,1,1,mud 
 RIED,1,1,mud 
 RIEDE,1,1,mud 
 RIEDEL,2,1-0,mud 
 RIEDER,2,1-0,mud 
 RIEDERER,3,1-0-0,mud 
 RIEDERS,2,1-0,mud 
 RIEDESEL,3,1-0-0,mud 
 RIEDL,2,1-0,mud 
 RIEDLINGER,4,1-0-0-0,mud 
 RIEDY,2,1-0,mud 
 RIEF,1,1,mud 
 RIEG,1,1,mud 
 RIEGE,1,1,mud 
 RIEGEL,2,1-0,mud 
 RIEGER,2,1-0,mud 
 RIEGERT,2,1-0,mud 
 RIEGLE,2,1-0,mud 
 RIEGLER,2,1-0,mud 
 RIEHL,1,1,mud 
 RIEHLE,2,1-0,mud 
 RIEHM,1,1,mud 
 RIEK,1,1,mud 
 RIEKE,1,1,mud 
 RIEKEN,2,1-0,mud 
 RIEKER,2,1-0,mud 
 RIEL,1,1,mud 
 RIELLY,2,1-0,mud 
 RIELY,2,1-0,mud 
 RIEMAN,2,1-0,mud 
 RIEMANN,2,1-0,mud 
 RIEMENSCHNEIDER,4,1-0-0-0,mud 
 RIEMER,2,1-0,mud 
 RIEMERSMA,3,0-1-0,mud 
 RIENDEAU,2,0-1,mud 
 RIENSTRA,2,1-0,mud 
 RIEPE,1,1,mud 
 RIERA,2,1-0,mud 
 RIERSON,2,1-0,mud 
 RIES,1,1,mud 
 RIESBERG,2,1-0,mud 
 RIESE,1,1,mud 
 RIESEN,2,1-0,mud 
 RIESENBERG,3,1-0-0,mud 
 RIESER,2,1-0,mud 
 RIESH,1,1,mud 
 RIESLING,2,1-0,mud 
 RIESS,1,1,mud 
 RIESTER,3,1-0-0,mud 
 RIESTERER,3,1-0-0,mud 
 RIETH,2,1-0,mud 
 RIETMAN,2,1-0,mud 
 RIETVELD,2,1-0,mud 
 RIETZ,1,1,mud 
 RIEVES,1,1,mud 
 RIFE,1,1,mud 
 RIFENBURGH,3,1-0-0,mud 
 RIFF,1,1,mud 
 RIFFE,1,1,mud 
 RIFFED,1,1,mud 
 RIFFEL,2,1-0,mud 
 RIFFEY,2,1-0,mud 
 RIFFING,2,1-0,mud 
 RIFFLE,2,1-0,mud 
 RIFFRAFF,2,1-2,mud 
 RIFFS,1,1,mud 
 RIFKIN,2,1-0,mud 
 RIFKIND,2,1-0,mud 
 RIFLE,2,1-0,mud 
 RIFLED,2,1-0,mud 
 RIFLEMAN,3,1-0-0,mud 
 RIFLERY,3,1-0-0,mud 
 RIFLES,2,1-0,mud 
 RIFLING,2,1-0,mud 
 RIFT,1,1,mud 
 RIFTS,1,1,mud 
 RIG,1,1,mud 
 RIGA,2,1-0,mud 
 RIGAS,2,1-0,mud 
 RIGATONI,4,0-0-1-0,mud 
 RIGBY,2,1-0,mud 
 RIGDON,2,1-0,mud 
 RIGEL,2,1-0,mud 
 RIGG,1,1,mud 
 RIGGAN,2,1-0,mud 
 RIGGED,1,1,mud 
 RIGGEN,2,1-0,mud 
 RIGGENBACH,3,1-0-0,mud 
 RIGGI,2,1-0,mud 
 RIGGIN,2,1-0,mud 
 RIGGING,2,1-0,mud 
 RIGGINGS,2,1-0,mud 
 RIGGINS,2,1-0,mud 
 RIGGIO,3,1-0-0,mud 
 RIGGLE,2,1-0,mud 
 RIGGLEMAN,3,1-0-0,mud 
 RIGGS,1,1,mud 
 RIGGSBEE,2,1-0,mud 
 RIGHETTI,3,0-1-0,mud 
 RIGHI,2,1-0,mud 
 RIGHT,1,1,mud 
 RIGHTED,2,1-0,mud 
 RIGHTEOUS,2,1-0,mud 
 RIGHTEOUSLY,3,1-0-0,mud 
 RIGHTEOUSNESS,3,1-0-0,mud 
 RIGHTER,2,1-0,mud 
 RIGHTFUL,2,1-0,mud 
 RIGHTFULLY,3,1-0-0,mud 
 RIGHTHAND,2,0-1,mud 
 RIGHTHANDED,3,0-1-0,mud 
 RIGHTISH,2,1-0,mud 
 RIGHTIST,2,1-0,mud 
 RIGHTISTS,2,1-0,mud 
 RIGHTLY,2,1-0,mud 
 RIGHTMIRE,2,1-2,mud 
 RIGHTMYER,3,1-0-0,mud 
 RIGHTNESS,2,1-0,mud 
 RIGHTO,2,1-0,mud 
 RIGHTS,1,1,mud 
 RIGHTWARD,2,1-0,mud 
 RIGHTWING,2,1-2,mud 
 RIGHTY,2,1-0,mud 
 RIGID,2,1-0,mud 
 RIGIDITIES,4,0-1-0-0,mud 
 RIGIDITY,4,0-1-0-0,mud 
 RIGIDLY,3,1-0-0,mud 
 RIGLER,3,1-0-0,mud 
 RIGNEY,2,1-0,mud 
 RIGO,2,1-0,mud 
 RIGOLETTO,4,2-0-1-0,mud 
 RIGONI,3,0-1-0,mud 
 RIGOR,2,1-0,mud 
 RIGOROUS,3,1-0-0,mud 
 RIGOROUSLY,4,1-0-0-0,mud 
 RIGORS,2,1-0,mud 
 RIGS,1,1,mud 
 RIGSBEE,2,1-2,mud 
 RIGSBY,2,1-0,mud 
 RIGUEUR,2,0-1,mud 
 RIHA,2,1-0,mud 
 RIHANNA,3,2-1-0,mud 
 RIHN,1,1,mud 
 RIJN,2,1-0,mud 
 RIKARD,2,1-0,mud 
 RIKE,1,1,mud 
 RIKELD,2,1-0,mud 
 RIKER,2,1-0,mud 
 RIKERS,2,1-0,mud 
 RIKKI,2,1-0,mud 
 RIKLIS,2,1-0,mud 
 RIKSBANK,2,1-2,mud 
 RIKSDAG,2,1-0,mud 
 RILE,1,1,mud 
 RILED,1,1,mud 
 RILES,1,1,mud 
 RILEY,2,1-0,mud 
 RILL,1,1,mud 
 RILLA,2,1-0,mud 
 RILLETTE,2,0-1,mud 
 RILLING,2,1-0,mud 
 RILWANU,3,0-1-0,mud 
 RIM,1,1,mud 
 RIMA,2,1-0,mud 
 RIMBEY,2,1-0,mud 
 RIME,1,1,mud 
 RIMEL,2,1-0,mud 
 RIMER,2,1-0,mud 
 RIMES,1,1,mud 
 RIMKUS,2,1-0,mud 
 RIMMED,1,1,mud 
 RIMMER,2,1-0,mud 
 RIMPOCHET,3,0-1-0,mud 
 RIMPOCHETS,3,2-1-0,mud 
 RIMS,1,1,mud 
 RIMSON,2,1-0,mud 
 RINA,2,1-0,mud 
 RINALDI,3,0-1-0,mud 
 RINALDO,3,0-1-0,mud 
 RINARD,2,1-0,mud 
 RINAS,2,1-0,mud 
 RINAUDO,3,0-1-0,mud 
 RINCK,1,1,mud 
 RINCON,2,1-0,mud 
 RIND,1,1,mud 
 RINDAHL,2,1-2,mud 
 RINDERER,3,1-0-0,mud 
 RINDERKNECHT,3,1-0-0,mud 
 RINDFLEISCH,2,1-2,mud 
 RINDS,1,1,mud 
 RINDT,1,1,mud 
 RINE,1,1,mud 
 RINEER,2,1-0,mud 
 RINEHARDT,2,1-2,mud 
 RINEHART,2,1-2,mud 
 RINEHIMER,3,1-2-0,mud 
 RINELLA,3,0-1-0,mud 
 RINER,2,1-0,mud 
 RINES,1,1,mud 
 RINEY,2,1-0,mud 
 RING,1,1,mud 
 RINGBERG,2,1-0,mud 
 RINGDAHL,2,1-0,mud 
 RINGE,1,1,mud 
 RINGED,1,1,mud 
 RINGEISEN,3,1-0-0,mud 
 RINGEL,2,1-0,mud 
 RINGEN,2,1-0,mud 
 RINGENBERG,3,1-0-0,mud 
 RINGER,2,1-0,mud 
 RINGERS,2,1-0,mud 
 RINGGENBERG,3,1-0-0,mud 
 RINGGIT,2,1-0,mud 
 RINGGOLD,2,1-2,mud 
 RINGING,2,1-0,mud 
 RINGLAND,2,1-0,mud 
 RINGLE,2,1-0,mud 
 RINGLEADER,3,1-2-0,mud 
 RINGLEADERS,3,1-2-0,mud 
 RINGLER,3,1-0-0,mud 
 RINGLEY,2,1-0,mud 
 RINGLING,2,1-0,mud 
 RINGMASTER,3,1-2-0,mud 
 RINGNECK,2,1-2,mud 
 RINGO,2,1-0,mud 
 RINGOLD,2,1-0,mud 
 RINGQUIST,2,1-0,mud 
 RINGS,1,1,mud 
 RINGSIDE,2,1-2,mud 
 RINGSTAD,2,1-0,mud 
 RINGUETTE,2,0-1,mud 
 RINGWALD,2,1-0,mud 
 RINGWOOD,2,1-2,mud 
 RINI,2,1-0,mud 
 RININGER,3,1-0-0,mud 
 RINK,1,1,mud 
 RINKE,1,1,mud 
 RINKENBERGER,4,1-0-0-0,mud 
 RINKER,2,1-0,mud 
 RINKO,2,1-0,mud 
 RINKS,1,1,mud 
 RINN,1,1,mud 
 RINNE,1,1,mud 
 RINSE,1,1,mud 
 RINSING,2,1-0,mud 
 RINTALA,3,0-1-0,mud 
 RINTEL,2,0-1,mud 
 RINTELS,2,0-1,mud 
 RIO,2,1-0,mud 
 RIOJAS,3,0-1-0,mud 
 RIOLO,3,0-1-0,mud 
 RION,2,1-0,mud 
 RIOPEL,3,0-0-1,mud 
 RIOPELLE,4,0-0-1-0,mud 
 RIORDAN,2,1-0,mud 
 RIOS,2,1-0,mud 
 RIOT,2,1-0,mud 
 RIOTED,3,1-0-0,mud 
 RIOTER,3,1-0-0,mud 
 RIOTERS,3,1-0-0,mud 
 RIOTING,3,1-0-0,mud 
 RIOTOUS,3,1-0-0,mud 
 RIOTS,2,1-0,mud 
 RIOUX,1,1,mud 
 RIP,1,1,mud 
 RIPA,2,1-0,mud 
 RIPE,1,1,mud 
 RIPEN,2,1-0,mud 
 RIPENED,2,1-0,mud 
 RIPENING,3,1-0-0,mud 
 RIPHAGEN,3,1-2-0,mud 
 RIPKA,2,1-0,mud 
 RIPKE,1,1,mud 
 RIPKEN,2,1-0,mud 
 RIPKIN,2,1-0,mud 
 RIPLEY,2,1-0,mud 
 RIPOFF,2,1-2,mud 
 RIPOFFS,2,1-2,mud 
 RIPOSTE,2,0-1,mud 
 RIPOSTES,2,0-1,mud 
 RIPP,1,1,mud 
 RIPPE,1,1,mud 
 RIPPED,1,1,mud 
 RIPPEE,2,1-1,mud 
 RIPPEL,2,1-0,mud 
 RIPPEON,3,1-0-0,mud 
 RIPPER,2,1-0,mud 
 RIPPERGER,3,1-0-0,mud 
 RIPPETOE,3,1-0-0,mud 
 RIPPEY,2,1-0,mud 
 RIPPING,2,1-0,mud 
 RIPPLE,2,1-0,mud 
 RIPPLED,2,1-0,mud 
 RIPPLES,2,1-0,mud 
 RIPPLING,3,1-0-0,mud 
 RIPPLINGER,4,1-0-0-0,mud 
 RIPPON,2,1-0,mud 
 RIPPY,2,1-0,mud 
 RIPS,1,1,mud 
 RISA,2,1-0,mud 
 RISBERG,2,1-0,mud 
 RISC,1,1,mud 
 RISCH,1,1,mud 
 RISDEN,2,1-0,mud 
 RISDON,2,1-0,mud 
 RISE,1,1,mud 
 RISEN,2,1-0,mud 
 RISENHOOVER,4,1-0-0-0,mud 
 RISER,2,1-0,mud 
 RISES,2,1-0,mud 
 RISH,1,1,mud 
 RISHEL,2,1-0,mud 
 RISHELL,2,1-0,mud 
 RISHER,2,1-0,mud 
 RISI,2,1-0,mud 
 RISIN,2,1-0,mud 
 RISING,2,1-0,mud 
 RISINGER,3,1-0-0,mud 
 RISK,1,1,mud 
 RISKE,1,1,mud 
 RISKED,1,1,mud 
 RISKIER,3,1-0-0,mud 
 RISKIEST,3,1-0-0,mud 
 RISKIN,2,1-0,mud 
 RISKINESS,3,1-0-0,mud 
 RISKING,2,1-0,mud 
 RISKLESS,2,1-0,mud 
 RISKO,2,1-0,mud 
 RISKS,1,1,mud 
 RISKY,2,1-0,mud 
 RISLEY,2,1-0,mud 
 RISNER,2,1-0,mud 
 RISO,2,1-0,mud 
 RISON,2,1-0,mud 
 RISOTTO,3,2-1-2,mud 
 RISPOLI,3,0-1-0,mud 
 RISQUE,2,2-1,mud 
 RISS,1,1,mud 
 RISSE,1,1,mud 
 RISSER,2,1-0,mud 
 RISSLER,2,1-0,mud 
 RISSMAN,2,1-0,mud 
 RISSMILLER,3,1-0-0,mud 
 RISSO,2,1-0,mud 
 RISSOLI,3,0-1-0,mud 
 RIST,1,1,mud 
 RISTAU,2,1-0,mud 
 RISTER,2,1-0,mud 
 RISTON,2,1-0,mud 
 RISTORANTE,4,0-0-1-0,mud 
 RISTORANTES,4,0-0-1-0,mud 
 RISTOW,2,1-0,mud 
 RITA,2,1-0,mud 
 RITACCO,3,0-1-0,mud 
 RITALIN,3,1-0-0,mud 
 RITCEY,2,1-0,mud 
 RITCH,1,1,mud 
 RITCHEY,2,1-0,mud 
 RITCHIE,2,1-0,mud 
 RITE,1,1,mud 
 RITENOUR,3,1-0-0,mud 
 RITER,2,1-0,mud 
 RITES,1,1,mud 
 RITESH,2,2-1,mud 
 RITGER,2,1-0,mud 
 RITNER,2,1-0,mud 
 RITSEMA,3,0-1-0,mud 
 RITSON,2,1-0,mud 
 RITT,1,1,mud 
 RITTENBERG,3,1-0-0,mud 
 RITTENBERRY,4,1-0-0-0,mud 
 RITTENHOUSE,3,1-0-2,mud 
 RITTENOUR,3,1-0-0,mud 
 RITTER,2,1-0,mud 
 RITTERBUSCH,3,1-0-2,mud 
 RITTEREISER,4,1-0-2-0,mud 
 RITTGERS,2,1-0,mud 
 RITTHALER,3,1-0-0,mud 
 RITTLE,2,1-0,mud 
 RITTMAN,2,1-0,mud 
 RITTNER,2,1-0,mud 
 RITTS,1,1,mud 
 RITUAL,3,1-0-0,mud 
 RITUALISTIC,5,2-0-0-1-0,mud 
 RITUALISTICALLY,7,2-0-0-1-0-0-0,mud 
 RITUALS,3,1-0-0,mud 
 RITZ,1,1,mud 
 RITZEL,2,1-0,mud 
 RITZENTHALER,4,1-0-0-0,mud 
 RITZER,2,1-0,mud 
 RITZERT,2,1-0,mud 
 RITZIEST,3,1-0-0,mud 
 RITZMAN,2,1-0,mud 
 RITZY,2,1-0,mud 
 RIUNITE,3,0-0-1,mud 
 RIVA,2,1-0,mud 
 RIVAL,2,1-0,mud 
 RIVALED,2,1-0,mud 
 RIVALING,3,1-0-0,mud 
 RIVALRIES,3,1-0-0,mud 
 RIVALRY,3,1-0-0,mud 
 RIVALS,2,1-0,mud 
 RIVARD,2,1-0,mud 
 RIVAS,2,1-0,mud 
 RIVEN,2,1-0,mud 
 RIVENBARK,3,1-0-0,mud 
 RIVENBURG,3,1-0-0,mud 
 RIVENBURGH,3,1-0-0,mud 
 RIVER,2,1-0,mud 
 RIVERA,3,0-1-0,mud 
 RIVERBANK,3,1-0-2,mud 
 RIVERBED,3,1-0-2,mud 
 RIVERBEND,3,1-0-2,mud 
 RIVERBOAT,3,1-0-2,mud 
 RIVERBOATS,3,1-0-2,mud 
 RIVERDALE,3,1-0-2,mud 
 RIVERFRONT,3,1-0-2,mud 
 RIVERHEAD,3,1-0-2,mud 
 RIVERO,3,0-1-0,mud 
 RIVERS,2,1-0,mud 
 RIVERSIDE,3,1-0-2,mud 
 RIVERSO,3,1-0-0,mud 
 RIVERWAY,3,1-0-2,mud 
 RIVERWOOD,3,1-0-2,mud 
 RIVES,1,1,mud 
 RIVEST,2,1-0,mud 
 RIVET,2,1-0,mud 
 RIVETED,3,1-0-0,mud 
 RIVETING,3,1-0-0,mud 
 RIVETS,2,1-0,mud 
 RIVETT,2,1-0,mud 
 RIVETTE,2,0-1,mud 
 RIVIELLO,4,2-0-1-0,mud 
 RIVIERA,4,2-0-1-0,mud 
 RIVIERE,3,1-0-0,mud 
 RIVIERES,3,0-1-0,mud 
 RIVKIN,2,1-0,mud 
 RIVKIND,2,1-0,mud 
 RIVLIN,2,1-0,mud 
 RIX,1,1,mud 
 RIYAD,2,0-1,mud 
 RIYADH,2,0-1,mud 
 RIYALS,2,0-1,mud 
 RIZ,1,1,mud 
 RIZER,2,1-0,mud 
 RIZK,1,1,mud 
 RIZO,2,1-0,mud 
 RIZOR,2,1-0,mud 
